img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
46,0,1,3,3.968166496469266e-05,0.3333337381916596,0,1,3,0,1,3
47,0,2,3,0.011821056688425615,0.5199593972687898,0,2,3,0,2,3
48,0,2,3,0.04901310485337735,0.6637339605032737,0,2,3,0,2,3
49,0,4,5,0.3496056265188243,0.8010443710492268,0,4,5,0,4,5
50,1,3,3,0.9999848906465097,0.9999848908735124,1,3,3,1,3,3
51,1,3,3,0.22825186604530096,0.4091274700568481,1,3,3,1,3,3
52,1,3,3,0.9940303363529093,0.9940650086189162,1,3,3,1,3,3
53,1,3,3,0.22432823501598964,0.670429414455394,1,3,3,1,3,3
54,0,2,3,0.0012492475916659207,0.666523037368516,0,2,3,0,2,3
55,1,5,5,0.9991930489542582,0.9991943028062085,1,5,5,1,5,5
56,1,5,5,0.9999872290111829,0.9999872292923634,1,5,5,1,5,5
57,0,3,4,0.08399919609424401,0.7500124073070455,0,3,4,0,3,4
58,1,3,3,0.9999979644818116,0.9999979644846894,1,3,3,1,3,3
59,0,1,3,0.002822905078064269,0.3336806369209156,0,1,3,0,1,3
60,1,3,3,1.0000000352290903,1.000000035229091,1,3,3,1,3,3
61,1,5,5,0.999999920529073,0.9999999205290766,1,5,5,1,5,5
62,1,3,3,0.08235239160392804,0.6668527924599031,1,3,3,1,3,3
63,1,3,3,0.9999999153318142,0.999999915331823,1,3,3,1,3,3
64,1,4,4,0.9999999798177839,0.9999999798177845,1,4,4,1,4,4
